img_id,folder_name,category_id,category_abbre,category_full_name
047829.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
047830.jpg,DIFFUSE,20,LS-Dif,Diffuse
047831.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
047832.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
047833.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
047834.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
047835.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
047836.jpg,DENSE,22,PL-Den,Random- Dense
047837.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047838.jpg,DIFFUSE,20,LS-Dif,Diffuse
047839.jpg,PATTERN,23,PL-Pat,Pattern
047840.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047841.jpg,PATTERN,23,PL-Pat,Pattern
047842.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
047843.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
047844.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
047845.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
047846.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
047847.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
047848.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
047849.jpg,PATTERN,23,PL-Pat,Pattern
047850.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
047851.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047852.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
047853.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
047854.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047855.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
047856.jpg,DIFFUSE,20,LS-Dif,Diffuse
047857.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
047858.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
047859.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
047860.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
047861.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047862.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
047863.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
047864.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
047865.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
047866.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047867.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047868.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
047869.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047870.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
047871.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
047872.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
047873.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047874.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
047875.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047876.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047877.jpg,PATTERN,23,PL-Pat,Pattern
047878.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
047879.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047880.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
047881.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
047882.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
047883.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
047884.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047885.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047886.jpg,PERSPECTIVE,21,S-Per,Perspective
047887.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
047888.jpg,DENSE,22,PL-Den,Random- Dense
047889.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047890.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047891.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
047892.jpg,DENSE,22,PL-Den,Random- Dense
047893.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
047894.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
047895.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047896.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047897.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
047898.jpg,DIFFUSE,20,LS-Dif,Diffuse
047899.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047900.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047901.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
047902.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
047903.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047904.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047905.jpg,DIFFUSE,20,LS-Dif,Diffuse
047906.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
047907.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
047908.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047909.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
047910.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047911.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
047912.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047913.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047914.jpg,DIFFUSE,20,LS-Dif,Diffuse
047915.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
047916.jpg,PERSPECTIVE,21,S-Per,Perspective
047917.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
047918.jpg,PATTERN,23,PL-Pat,Pattern
047919.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
047920.jpg,PERSPECTIVE,21,S-Per,Perspective
047921.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
047922.jpg,DIFFUSE,20,LS-Dif,Diffuse
047923.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
047924.jpg,PATTERN,23,PL-Pat,Pattern
047925.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
047926.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
047927.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047928.jpg,SCATTER,24,P-Scat,Scatter
047929.jpg,PATTERN,23,PL-Pat,Pattern
047930.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
047931.jpg,PATTERN,23,PL-Pat,Pattern
047932.jpg,PATTERN,23,PL-Pat,Pattern
047933.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
047934.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047935.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047936.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
047937.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
047938.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047939.jpg,SCATTER,24,P-Scat,Scatter
047940.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
047941.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
047942.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
047943.jpg,PERSPECTIVE,21,S-Per,Perspective
047944.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
047945.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
047946.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
047947.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
047948.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047949.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
047950.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
047951.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
047952.jpg,PATTERN,23,PL-Pat,Pattern
047953.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
047954.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
047955.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047956.jpg,SCATTER,24,P-Scat,Scatter
047957.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
047958.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047959.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
047960.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047961.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
047962.jpg,DENSE,22,PL-Den,Random- Dense
047963.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
047964.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
047965.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047966.jpg,PATTERN,23,PL-Pat,Pattern
047967.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047968.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047969.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
047970.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
047971.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
047972.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
047973.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
047974.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
047975.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
047976.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
047977.jpg,DIFFUSE,20,LS-Dif,Diffuse
047978.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
047979.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
047980.jpg,PATTERN,23,PL-Pat,Pattern
047981.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
047982.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
047983.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047984.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
047985.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
047986.jpg,PERSPECTIVE,21,S-Per,Perspective
047987.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
047988.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
047989.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
047990.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
047991.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
047992.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
047993.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
047994.jpg,SCATTER,24,P-Scat,Scatter
047995.jpg,PATTERN,23,PL-Pat,Pattern
047996.jpg,DIFFUSE,20,LS-Dif,Diffuse
047997.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
047998.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
047999.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
048000.jpg,SCATTER,24,P-Scat,Scatter
048001.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
048002.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048003.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
048004.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
048005.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
048006.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048007.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
048008.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
048009.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048010.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
048011.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
048012.jpg,PERSPECTIVE,21,S-Per,Perspective
048013.jpg,PERSPECTIVE,21,S-Per,Perspective
048014.jpg,DENSE,22,PL-Den,Random- Dense
048015.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
048016.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048017.jpg,PERSPECTIVE,21,S-Per,Perspective
048018.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048019.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
048020.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048021.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048022.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
048023.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048024.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
048025.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
048026.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048027.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048028.jpg,PERSPECTIVE,21,S-Per,Perspective
048029.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
048030.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048031.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048032.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048033.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048034.jpg,PERSPECTIVE,21,S-Per,Perspective
048035.jpg,SCATTER,24,P-Scat,Scatter
048036.jpg,PERSPECTIVE,21,S-Per,Perspective
048037.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048038.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048039.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048040.jpg,PERSPECTIVE,21,S-Per,Perspective
048041.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
048042.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048043.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048044.jpg,DIFFUSE,20,LS-Dif,Diffuse
048045.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
048046.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
048047.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
048048.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048049.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048050.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048051.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
048052.jpg,SCATTER,24,P-Scat,Scatter
048053.jpg,DENSE,22,PL-Den,Random- Dense
048054.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
048055.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
048056.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048057.jpg,PATTERN,23,PL-Pat,Pattern
048058.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
048059.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048060.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048061.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048062.jpg,SCATTER,24,P-Scat,Scatter
048063.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
048064.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
048065.jpg,PERSPECTIVE,21,S-Per,Perspective
048066.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048067.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048068.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
048069.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048070.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048071.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048072.jpg,PATTERN,23,PL-Pat,Pattern
048073.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048074.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048075.jpg,PATTERN,23,PL-Pat,Pattern
048076.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048077.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048078.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048079.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
048080.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048081.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048082.jpg,SCATTER,24,P-Scat,Scatter
048083.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
048084.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048085.jpg,PATTERN,23,PL-Pat,Pattern
048086.jpg,DIFFUSE,20,LS-Dif,Diffuse
048087.jpg,PATTERN,23,PL-Pat,Pattern
048088.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048089.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048090.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
048091.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
048092.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048093.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
048094.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
048095.jpg,PERSPECTIVE,21,S-Per,Perspective
048096.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048097.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
048098.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
048099.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
048100.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
048101.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048102.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048103.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048104.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
048105.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048106.jpg,PATTERN,23,PL-Pat,Pattern
048107.jpg,PATTERN,23,PL-Pat,Pattern
048108.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048109.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048110.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048111.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048112.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048113.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
048114.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048115.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048116.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
048117.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048118.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
048119.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048120.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048121.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
048122.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048123.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048124.jpg,PATTERN,23,PL-Pat,Pattern
048125.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048126.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
048127.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
048128.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048129.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
048130.jpg,PERSPECTIVE,21,S-Per,Perspective
048131.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048132.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048133.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
048134.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048135.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
048136.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048137.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
048138.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048139.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
048140.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048141.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
048142.jpg,DIFFUSE,20,LS-Dif,Diffuse
048143.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048144.jpg,DENSE,22,PL-Den,Random- Dense
048145.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048146.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
048147.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
048148.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
048149.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
048150.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048151.jpg,PATTERN,23,PL-Pat,Pattern
048152.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
048153.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048154.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048155.jpg,DENSE,22,PL-Den,Random- Dense
048156.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048157.jpg,PATTERN,23,PL-Pat,Pattern
048158.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048159.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
048160.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048161.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
048162.jpg,PATTERN,23,PL-Pat,Pattern
048163.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
048164.jpg,SCATTER,24,P-Scat,Scatter
048165.jpg,PATTERN,23,PL-Pat,Pattern
048166.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
048167.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048168.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
048169.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048170.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048171.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
048172.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
048173.jpg,PATTERN,23,PL-Pat,Pattern
048174.jpg,PATTERN,23,PL-Pat,Pattern
048175.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048176.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048177.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048178.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048179.jpg,PATTERN,23,PL-Pat,Pattern
048180.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048181.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048182.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048183.jpg,PERSPECTIVE,21,S-Per,Perspective
048184.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048185.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048186.jpg,DENSE,22,PL-Den,Random- Dense
048187.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
048188.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
048189.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
048190.jpg,PERSPECTIVE,21,S-Per,Perspective
048191.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
048192.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
048193.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
048194.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
048195.jpg,PERSPECTIVE,21,S-Per,Perspective
048196.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
048197.jpg,PATTERN,23,PL-Pat,Pattern
048198.jpg,DIFFUSE,20,LS-Dif,Diffuse
048199.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
048200.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048201.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048202.jpg,SCATTER,24,P-Scat,Scatter
048203.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
048204.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
048205.jpg,DIFFUSE,20,LS-Dif,Diffuse
048206.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048207.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048208.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
048209.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
048210.jpg,DENSE,22,PL-Den,Random- Dense
048211.jpg,DIFFUSE,20,LS-Dif,Diffuse
048212.jpg,PERSPECTIVE,21,S-Per,Perspective
048213.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
048214.jpg,PERSPECTIVE,21,S-Per,Perspective
048215.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
048216.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048217.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
048218.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
048219.jpg,PATTERN,23,PL-Pat,Pattern
048220.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
048221.jpg,PERSPECTIVE,21,S-Per,Perspective
048222.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
048223.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
048224.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
048225.jpg,PATTERN,23,PL-Pat,Pattern
048226.jpg,PERSPECTIVE,21,S-Per,Perspective
048227.jpg,SCATTER,24,P-Scat,Scatter
048228.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
048229.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
